site_id,site_name,site_address,city,zip_code,enf_action_date,enf_action_type,enf_action_description,enf_action_notes,enf_action_division,enf_action_program,enf_action_source
90508,ALAMEDA VALERO (CUPA),1725 PARK ST,ALAMEDA,94501,2016-11-18,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
90508,ALAMEDA VALERO (CUPA),1725 PARK ST,ALAMEDA,94501,2017-12-11,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
90556,ALBANY COMMUNITY CENTER (CUPA),1249 MARIN AVE,ALBANY,94706,2016-08-22,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
90556,ALBANY COMMUNITY CENTER (CUPA),1249 MARIN AVE,ALBANY,94706,2016-12-06,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
90559,Albany High School,603 KEY ROUTE BLVD,ALBANY,94706,2015-06-10,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
90559,Albany High School,603 KEY ROUTE BLVD,ALBANY,94706,2016-07-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
90559,Albany High School,603 KEY ROUTE BLVD,ALBANY,94706,2017-12-13,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
90559,Albany High School,603 KEY ROUTE BLVD,ALBANY,94706,2017-12-13,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,UNSPEC,CERS
90735,ALEN'S AUTOMOBILE,8505 W FOOTHILL BLVD,SUNLAND,91040,2016-04-22,AEO - Unified Program,Administrative Enforcement Order Based on the Unified Program Statute,"Fines/Penalties Assessed: $11,500.00. Failure to repair secondary containment failures, tampering/raised sensor and failure to test annular on waste oil UST (No record of ever testing).",Los Angeles City Fire Department,UST,CERS
90758,"ALEX D. DEVIGAL, DDS",917 THE ALAMEDA,BERKELEY,94707,2014-03-18,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Berkeley City Toxics Management Division,HMRRP,CERS
90819,Alhambra City CS,111 FIRST,ALHAMBRA,91801,2012-06-18,Notice of Violation (Water),Notice of Violation Letter (Informal),,Water Boards,SSOMUNILRG,CIWQS
90819,Alhambra City CS,111 FIRST,ALHAMBRA,91801,2013-02-28,Enforcement Letter (Formal),Enforcement Letter Citing Violations and with Required Actions (Formal),,Water Boards,SSOMUNILRG,CIWQS
90819,Alhambra City CS,111 FIRST,ALHAMBRA,91801,2016-01-19,Settlement - Court Order,Settlement - Court Order,,Water Boards,SSOMUNILRG,CIWQS
90919,ALL MADE AUTO REPAIR,222 KEYES ST 111,SAN JOSE,95112,2015-09-14,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HMRRP,CERS
90919,ALL MADE AUTO REPAIR,222 KEYES ST 111,SAN JOSE,95112,2015-09-14,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
90932,ALL POWER LABS,1010 MURRAY ST,BERKELEY,94710,2015-04-28,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Berkeley City Toxics Management Division,HMRRP,CERS
90932,ALL POWER LABS,1010 MURRAY ST,BERKELEY,94710,2015-11-10,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Berkeley City Toxics Management Division,HMRRP,CERS
90932,ALL POWER LABS,1010 MURRAY ST,BERKELEY,94710,2017-04-05,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,FAILURE TO SUBMIT AN ELECTRONIC HAZARDOUS MATERIALS BUSINESS  PLAN (HMBP) BY MARCH 1ST.,Berkeley City Toxics Management Division,HMRRP,CERS
90968,ALL STAR GAS,999 MACARTHUR BLVD,SAN LEANDRO,94577,2014-05-15,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,UST,CERS
90968,ALL STAR GAS,999 MACARTHUR BLVD,SAN LEANDRO,94577,2017-05-08,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,UST,CERS
90968,ALL STAR GAS,999 MACARTHUR BLVD,SAN LEANDRO,94577,2018-05-14,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,HMRRP,CERS
90968,ALL STAR GAS,999 MACARTHUR BLVD,SAN LEANDRO,94577,2018-05-14,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,UST,CERS
90968,ALL STAR GAS,999 MACARTHUR BLVD,SAN LEANDRO,94577,2019-05-29,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,UST,CERS
90968,ALL STAR GAS,999 MACARTHUR BLVD,SAN LEANDRO,94577,2019-11-27,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,HMRRP,CERS
90968,ALL STAR GAS,999 MACARTHUR BLVD,SAN LEANDRO,94577,2020-05-29,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,UST,CERS
91051,AllenCo Energy,814 W 23RD ST,LOS ANGELES,90007,2013-11-25,Notice of Violation,Notice of Violation,"Inadequate BMPs were observed during the November 1, 2013 inspection. The observed violations include:  - Oil stains covering ground surface around the water treatment unit.  - Rusted metal parts and pipes stored uncovered outdoors.  - Chemical containers stored uncovered outdoors.  See attached 11/25/13 NOV for details and photos.",Water Boards,INDSTW,SMARTS
91051,AllenCo Energy,814 W 23RD ST,LOS ANGELES,90007,2014-03-28,Notice of Violation,Notice of Violation,2nd Notice of Violation (NOV) following the NOV dated 11/25/2013.,Water Boards,INDSTW,SMARTS
91229,ALPHA AUTO REPAIR,481 MADERA AVE,SAN JOSE,95112,2014-04-25,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HMRRP,CERS
91229,ALPHA AUTO REPAIR,481 MADERA AVE,SAN JOSE,95112,2014-04-25,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
91238,STOCKTON MOBIL 3,2358 E WATERLOO RD,STOCKTON,95205,2014-04-23,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
91238,STOCKTON MOBIL 3,2358 E WATERLOO RD,STOCKTON,95205,2015-04-23,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
91238,STOCKTON MOBIL 3,2358 E WATERLOO RD,STOCKTON,95205,2016-04-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,HW,CERS
91238,STOCKTON MOBIL 3,2358 E WATERLOO RD,STOCKTON,95205,2016-04-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
91238,STOCKTON MOBIL 3,2358 E WATERLOO RD,STOCKTON,95205,2017-04-04,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
91238,STOCKTON MOBIL 3,2358 E WATERLOO RD,STOCKTON,95205,2018-04-05,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,UST,CERS
91238,STOCKTON MOBIL 3,2358 E WATERLOO RD,STOCKTON,95205,2018-04-18,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Joaquin County Environmental Health,HMRRP,CERS
91301,Alta Bates Summit Medical Center - Providence Pavilion,3100 SUMMIT ST,OAKLAND,94609,2019-10-31,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,UST,CERS
91333,ALTERNATORS STARTERS CORP,538 SANTA ANA AV,SAN JOSE,95112,2013-07-25,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
91422,AM AUTOMOTIVE,1124 OLD BAYSHORE HY STE 30,SAN JOSE,95112,2015-01-06,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HMRRP,CERS
91422,AM AUTOMOTIVE,1124 OLD BAYSHORE HY STE 30,SAN JOSE,95112,2015-01-06,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
91438,AMA Autocare,2801 MACARTHUR BLVD,OAKLAND,94602,2016-09-27,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
91438,AMA Autocare,2801 MACARTHUR BLVD,OAKLAND,94602,2016-12-06,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
91438,AMA Autocare,2801 MACARTHUR BLVD,OAKLAND,94602,2018-01-22,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
91533,America's Finest Products Corporation,1639 9TH ST,SANTA MONICA,90404,2015-01-21,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Monica Fire Department,HMRRP,CERS
91960,American Western Graphics,10027 PIPPIN ST,OAKLAND,94603-3027,2016-03-23,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
91960,American Western Graphics,10027 PIPPIN ST,OAKLAND,94603-3027,2016-08-30,AEO - Unified Program,Administrative Enforcement Order Based on the Unified Program Statute,Fines/Penalties Assessed: $600.00.,Alameda County Environmental Health,HMRRP,CERS
92099,ADAMS FUEL INC,2603 S NORMANDIE AVE,LOS ANGELES,90007,2016-04-22,AEO - Unified Program,Administrative Enforcement Order Based on the Unified Program Statute,Fines/Penalties Assessed: $600.00. 11 months over-due on secondary containment testing.,Los Angeles City Fire Department,UST,CERS
92286,ANDRADE TRUCKING,1150 MABURY RD #3,SAN JOSE,95133,2014-07-18,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
92605,APACHE AUTO WRECKING,542 N MISSION RD,LOS ANGELES,90033,2002-01-07,Notice of Violation,Notice of Violation,NOV sent 1/7/02 for noncompliance with industrial stormwater permit.,Water Boards,INDSTW,SMARTS
92605,APACHE AUTO WRECKING,542 N MISSION RD,LOS ANGELES,90033,2010-02-25,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
92605,APACHE AUTO WRECKING,542 N MISSION RD,LOS ANGELES,90033,2019-02-01,Notice of Violation,Notice of Violation,"NOTICE OF VIOLATION: FAILURE TO SUBMIT THE LEVEL 1  EXCEEDANCE RESPONSE ACTION (ERA) REPORT REQUIRED BY THE GENERAL PERMIT FOR STORM WATER DISCHARGES ASSOCIATED WITH INDUSTRIAL ACTIVITIES (GENERAL PERMIT, ORDER NO.2014-0057-DWQ, NPDES NO. CAS 000001)",Water Boards,INDSTW,SMARTS
93000,ARCO BUDGET MINI MARKET,11244 LAUREL CANYON BLVD,SAN FERNANDO,91340,2016-04-22,AEO - Unified Program,Administrative Enforcement Order Based on the Unified Program Statute,Fines/Penalties Assessed: $500.00. Failure to submit HMBP into CERS after multiple violations.,Los Angeles City Fire Department,HMRRP,CERS
93000,ARCO BUDGET MINI MARKET,11244 LAUREL CANYON BLVD,SAN FERNANDO,91340,2016-04-22,AEO - Unified Program,Administrative Enforcement Order Based on the Unified Program Statute,Fines/Penalties Assessed: $500.00. Failure to submit HMBP into CERS after multiple violations.,Los Angeles City Fire Department,UST,CERS
93000,ARCO BUDGET MINI MARKET,11244 LAUREL CANYON BLVD,SAN FERNANDO,91340,2018-05-03,AEO - Unified Program,Administrative Enforcement Order Based on the Unified Program Statute,"Fines/Penalties Assessed: $2,500.00.",Los Angeles City Fire Department,UST,CERS
93187,ARCO FLORENCE,3411 W FLORENCE AVE,LOS ANGELES,90043,2016-10-06,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,Piping leaking in Tank #1 (87 stp). Tank #1 Red Bagged until repaired. Multiple alarms in Hx.,Los Angeles City Fire Department,UST,CERS
93301,ARLEN'S TRANSMISSION,3711 W BURBANK BLVD,BURBANK,91505,2017-02-01,Referral to County Council or City Attorney,Referral to County Council or City Attorney,,Burbank Fire Department,HMRRP,CERS
93605,"Asbestos Management Group of California, Inc./DBA AMG",3438 HELEN STREET,OAKLAND,94608,2015-12-22,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
93605,"Asbestos Management Group of California, Inc./DBA AMG",3438 HELEN STREET,OAKLAND,94608,2017-12-13,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Alameda County Environmental Health,HMRRP,CERS
93630,ASHBY PLUMBING & HEATING SUPPLY,1000 ASHBY AVE,BERKELEY,94710,2015-10-01,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Berkeley City Toxics Management Division,HMRRP,CERS
96946,Caliber Collision Centers - San Jose DT,161 PATTERSON ST,SAN JOSE,95112,2015-09-23,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HMRRP,CERS
96946,Caliber Collision Centers - San Jose DT,161 PATTERSON ST,SAN JOSE,95112,2015-09-23,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Clara County Environmental Health,HW,CERS
97101,"Bair's Keystone Body Shop, Inc.",1762 14TH ST,SANTA MONICA,90404,2014-11-12,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Santa Monica Fire Department,HMRRP,CERS
97264,Bancroft Shell,1285 BANCROFT AVE,SAN LEANDRO,94577,2014-01-09,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,HMRRP,CERS
97264,Bancroft Shell,1285 BANCROFT AVE,SAN LEANDRO,94577,2019-01-10,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,UST,CERS
97264,Bancroft Shell,1285 BANCROFT AVE,SAN LEANDRO,94577,2020-01-13,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Leandro City,UST,CERS
97335,BARBER'S SHOP AUTOMOTIVE,1116 18TH ST,SACRAMENTO,95811,2015-04-24,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,Sacramento County Env Management Department,HMRRP,CERS
97445,BART Daly City Substation,400 JOHN DALY BLVD,DALY CITY,94014,2015-05-18,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Mateo County Environmental Health,HMRRP,CERS
97445,BART Daly City Substation,400 JOHN DALY BLVD,DALY CITY,94014,2015-05-28,Notice of Violation (Unified Program),Notice of Violation Issued by the Inspector at the Time of Inspection,,San Mateo County Environmental Health,HMRRP,CERS
